flight_risk_score_key,employee_id,snapshot_date,dept_code,band,employment_status,salary_gap_to_p50_pct,kpi_score,pay_freeze_months,tenure_months,months_since_last_move,seniority_risk_window_flag,risk_component_salary,risk_component_kpi,risk_component_promo,risk_component_freeze,risk_component_seniority,weight_salary_used,weight_kpi_used,weight_promo_used,weight_freeze_used,weight_seniority_used,missing_features,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band,reason_salary,reason_kpi,reason_promo,reason_freeze,reason_seniority
15015,E000317,2024-10-01,01CN000067,Band 2,Active,0.0641,81.5,0,82,26,False,0.0,0.0,0.0556,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.39,Low,Lương bằng/cao hơn P50 thị trường (+6.4%),Điểm KPI 81.5/100,Lần đổi vai gần nhất cách đây 26 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 82 tháng)
15016,E000317,2024-11-01,01CN000067,Band 2,Active,0.0641,83.0,0,83,27,False,0.0,0.0,0.0833,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.08,Low,Lương bằng/cao hơn P50 thị trường (+6.4%),Điểm KPI 83.0/100,Lần đổi vai gần nhất cách đây 27 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 83 tháng)
15017,E000317,2024-12-01,01CN000067,Band 2,Active,0.1457,88.0,0,84,28,False,0.0,0.0,0.1111,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.78,Low,Lương bằng/cao hơn P50 thị trường (+14.6%),Điểm KPI 88.0/100,Lần đổi vai gần nhất cách đây 28 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 84 tháng)
15018,E000317,2025-01-01,01CN000067,Band 2,Active,0.0708,74.6,0,85,29,False,0.0,0.0,0.1389,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.47,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 74.6/100,Lần đổi vai gần nhất cách đây 29 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 85 tháng)
15019,E000317,2025-02-01,01CN000067,Band 2,Active,0.0708,82.6,0,86,30,False,0.0,0.0,0.1667,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.17,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 82.6/100,Lần đổi vai gần nhất cách đây 30 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 86 tháng)
15020,E000317,2025-03-01,01CN000067,Band 2,Active,0.0708,80.0,0,87,31,False,0.0,0.0,0.1944,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.86,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 80.0/100,Lần đổi vai gần nhất cách đây 31 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 87 tháng)
15021,E000317,2025-04-01,01CN000067,Band 2,Active,0.0708,77.1,0,88,32,False,0.0,0.0,0.2222,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.56,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 77.1/100,Lần đổi vai gần nhất cách đây 32 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 88 tháng)
15022,E000317,2025-05-01,01CN000067,Band 2,Active,0.0708,79.0,0,89,33,False,0.0,0.0,0.25,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.25,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 79.0/100,Lần đổi vai gần nhất cách đây 33 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 89 tháng)
15023,E000317,2025-06-01,01CN000067,Band 2,Active,0.0708,73.0,0,90,34,False,0.0,0.0,0.2778,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.94,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 73.0/100,Lần đổi vai gần nhất cách đây 34 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 90 tháng)
15024,E000317,2025-07-01,01CN000067,Band 2,Active,0.0708,77.1,0,91,35,False,0.0,0.0,0.3056,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.64,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 77.1/100,Lần đổi vai gần nhất cách đây 35 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 91 tháng)
15025,E000317,2025-08-01,01CN000067,Band 2,Active,0.0708,76.2,0,92,36,False,0.0,0.0,0.3333,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.33,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 76.2/100,Lần đổi vai gần nhất cách đây 36 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 92 tháng)
15026,E000317,2025-09-01,01CN000067,Band 2,Active,0.0708,79.0,0,93,37,False,0.0,0.0,0.3611,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,12.03,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 79.0/100,Lần đổi vai gần nhất cách đây 37 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 93 tháng)
15027,E000317,2025-10-01,01CN000067,Band 2,Active,0.0708,81.2,0,94,38,False,0.0,0.0,0.3889,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,12.72,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 81.2/100,Lần đổi vai gần nhất cách đây 38 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 94 tháng)
15028,E000317,2025-11-01,01CN000067,Band 2,Active,0.0708,71.9,0,95,39,False,0.0,0.0,0.4167,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.42,Low,Lương bằng/cao hơn P50 thị trường (+7.1%),Điểm KPI 71.9/100,Lần đổi vai gần nhất cách đây 39 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 95 tháng)
15029,E000317,2025-12-01,01CN000067,Band 2,Active,0.1687,72.2,0,96,40,False,0.0,0.0,0.4444,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.11,Low,Lương bằng/cao hơn P50 thị trường (+16.9%),Điểm KPI 72.2/100,Lần đổi vai gần nhất cách đây 40 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 96 tháng)
15030,E000318,2021-01-01,01CN000001,Band 5,Active,0.0165,66.0,0,27,27,False,0.0,0.0667,0.0833,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.75,Low,Lương bằng/cao hơn P50 thị trường (+1.7%),Điểm KPI 66.0/100,Lần đổi vai gần nhất cách đây 27 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 27 tháng)
15031,E000318,2021-02-01,01CN000001,Band 5,Active,0.0165,64.1,0,28,28,False,0.0,0.0983,0.1111,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.24,Low,Lương bằng/cao hơn P50 thị trường (+1.7%),Điểm KPI 64.1/100,Lần đổi vai gần nhất cách đây 28 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 28 tháng)
15032,E000318,2021-03-01,01CN000001,Band 5,Active,0.0165,58.9,0,29,29,False,0.0,0.185,0.1389,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.1,Low,Lương bằng/cao hơn P50 thị trường (+1.7%),Điểm KPI 58.9/100,Lần đổi vai gần nhất cách đây 29 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 29 tháng)
15033,E000318,2021-04-01,01CN000001,Band 5,Terminated,0.0165,85.9,0,30,30,False,0.0,0.0,0.1667,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.17,Low,Lương bằng/cao hơn P50 thị trường (+1.7%),Điểm KPI 85.9/100,Lần đổi vai gần nhất cách đây 30 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 30 tháng)
15034,E000319,2021-01-01,01CN000077,Band 7,Active,0.0541,50.4,0,2,2,False,0.0,0.3267,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.17,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 50.4/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
15035,E000319,2021-02-01,01CN000077,Band 7,Active,0.0541,41.4,0,3,3,False,0.0,0.4767,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.92,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 41.4/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
15036,E000319,2021-03-01,01CN000077,Band 7,Active,0.0541,49.7,0,4,4,False,0.0,0.3383,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.46,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 49.7/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
15037,E000319,2021-04-01,01CN000077,Band 7,Active,0.0541,36.8,0,5,5,False,0.0,0.5533,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.83,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 36.8/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
15038,E000319,2021-05-01,01CN000077,Band 7,Active,0.0541,43.5,0,6,6,False,0.0,0.4417,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.04,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 43.5/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
15039,E000319,2021-06-01,01CN000077,Band 7,Active,0.0541,42.9,0,7,7,False,0.0,0.4517,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.29,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 42.9/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
15040,E000319,2021-07-01,01CN000077,Band 7,Active,0.0541,38.9,0,8,8,False,0.0,0.5183,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.96,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 38.9/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
15041,E000319,2021-08-01,01CN000077,Band 7,Active,0.0541,50.3,0,9,9,False,0.0,0.3283,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.21,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 50.3/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
15042,E000319,2021-09-01,01CN000077,Band 7,Active,0.0541,39.9,0,10,10,False,0.0,0.5017,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.54,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 39.9/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
15043,E000319,2021-10-01,01CN000077,Band 7,Active,0.0541,47.5,0,11,11,True,0.0,0.375,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,19.38,Low,Lương bằng/cao hơn P50 thị trường (+5.4%),Điểm KPI 47.5/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
15044,E000319,2021-11-01,01CN000077,Band 7,Active,0.0895,43.7,0,12,12,True,0.0,0.4383,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,20.96,Low,Lương bằng/cao hơn P50 thị trường (+8.9%),Điểm KPI 43.7/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
15045,E000319,2021-12-01,01CN000077,Band 7,Active,0.0895,42.8,0,13,13,True,0.0,0.4533,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,21.33,Low,Lương bằng/cao hơn P50 thị trường (+8.9%),Điểm KPI 42.8/100,Đổi vai gần đây (13 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
15046,E000319,2022-01-01,01CN000077,Band 7,Active,0.0182,36.1,0,14,14,False,0.0,0.565,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.12,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 36.1/100,Đổi vai gần đây (14 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
15047,E000319,2022-02-01,01CN000077,Band 7,Active,0.0182,31.9,0,15,15,False,0.0,0.635,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.88,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 31.9/100,Đổi vai gần đây (15 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
15048,E000319,2022-03-01,01CN000077,Band 7,Active,0.0182,29.9,0,16,16,False,0.0,0.6683,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.71,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 29.9/100,Đổi vai gần đây (16 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
15049,E000319,2022-04-01,01CN000077,Band 7,Active,0.0182,36.5,0,17,17,True,0.0,0.5583,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,23.96,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 36.5/100,Đổi vai gần đây (17 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
15050,E000319,2022-05-01,01CN000077,Band 7,Active,0.0182,39.4,0,18,18,True,0.0,0.51,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,22.75,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 39.4/100,Đổi vai gần đây (18 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
15051,E000319,2022-06-01,01CN000077,Band 7,Active,0.0182,44.5,0,19,19,True,0.0,0.425,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,20.62,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 44.5/100,Đổi vai gần đây (19 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 19 tháng)"
15052,E000319,2022-07-01,01CN000077,Band 7,Active,0.0182,40.8,0,20,20,False,0.0,0.4867,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.17,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 40.8/100,Đổi vai gần đây (20 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 20 tháng)
15053,E000319,2022-08-01,01CN000077,Band 7,Active,0.0182,42.2,0,21,21,False,0.0,0.4633,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.58,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 42.2/100,Đổi vai gần đây (21 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 21 tháng)
15054,E000319,2022-09-01,01CN000077,Band 7,Active,0.0182,54.9,0,22,22,False,0.0,0.2517,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.29,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 54.9/100,Đổi vai gần đây (22 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 22 tháng)
15055,E000319,2022-10-01,01CN000077,Band 7,Active,0.0182,47.5,0,23,23,False,0.0,0.375,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,12.38,Low,Lương bằng/cao hơn P50 thị trường (+1.8%),Điểm KPI 47.5/100,Đổi vai gần đây (23 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 23 tháng)
15056,E000319,2022-11-01,01CN000077,Band 7,Active,0.0802,44.7,0,24,24,False,0.0,0.4217,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.54,Low,Lương bằng/cao hơn P50 thị trường (+8.0%),Điểm KPI 44.7/100,Đổi vai gần đây (24 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 24 tháng)
15057,E000319,2022-12-01,01CN000077,Band 7,Active,0.0802,40.2,0,25,25,False,0.0,0.4967,0.0278,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.11,Low,Lương bằng/cao hơn P50 thị trường (+8.0%),Điểm KPI 40.2/100,Lần đổi vai gần nhất cách đây 25 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 25 tháng)
15058,E000319,2023-01-01,01CN000077,Band 7,Active,0.0096,42.0,0,26,26,False,0.0,0.4667,0.0556,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.06,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 42.0/100,Lần đổi vai gần nhất cách đây 26 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 26 tháng)
15059,E000319,2023-02-01,01CN000077,Band 7,Active,0.0096,45.0,0,27,27,False,0.0,0.4167,0.0833,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.5,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 45.0/100,Lần đổi vai gần nhất cách đây 27 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 27 tháng)
15060,E000319,2023-03-01,01CN000077,Band 7,Active,0.0096,47.3,0,28,28,False,0.0,0.3783,0.1111,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.24,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 47.3/100,Lần đổi vai gần nhất cách đây 28 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 28 tháng)
15061,E000319,2023-04-01,01CN000077,Band 7,Active,0.0096,52.2,0,29,29,False,0.0,0.2967,0.1389,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.89,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 52.2/100,Lần đổi vai gần nhất cách đây 29 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 29 tháng)
15062,E000319,2023-05-01,01CN000077,Band 7,Active,0.0096,46.1,0,30,30,False,0.0,0.3983,0.1667,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.12,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 46.1/100,Lần đổi vai gần nhất cách đây 30 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 30 tháng)
15063,E000319,2023-06-01,01CN000077,Band 7,Active,0.0096,48.1,0,31,31,False,0.0,0.365,0.1944,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.99,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 48.1/100,Lần đổi vai gần nhất cách đây 31 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 31 tháng)
15064,E000319,2023-07-01,01CN000077,Band 7,Active,0.0096,48.9,0,32,32,False,0.0,0.3517,0.2222,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.35,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 48.9/100,Lần đổi vai gần nhất cách đây 32 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 32 tháng)
15065,E000319,2023-08-01,01CN000077,Band 7,Active,0.0096,40.7,0,33,33,False,0.0,0.4883,0.25,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.46,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 40.7/100,Lần đổi vai gần nhất cách đây 33 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 33 tháng)
15066,E000319,2023-09-01,01CN000077,Band 7,Active,0.0096,42.6,0,34,34,False,0.0,0.4567,0.2778,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.36,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 42.6/100,Lần đổi vai gần nhất cách đây 34 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 34 tháng)
15067,E000319,2023-10-01,01CN000077,Band 7,Active,0.0096,48.3,0,35,35,False,0.0,0.3617,0.3056,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.68,Low,Lương bằng/cao hơn P50 thị trường (+1.0%),Điểm KPI 48.3/100,Lần đổi vai gần nhất cách đây 35 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 35 tháng)
15068,E000319,2023-11-01,01CN000077,Band 7,Active,0.0333,45.7,0,36,36,False,0.0,0.405,0.3333,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.46,Low,Lương bằng/cao hơn P50 thị trường (+3.3%),Điểm KPI 45.7/100,Lần đổi vai gần nhất cách đây 36 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 36 tháng)
15069,E000319,2023-12-01,01CN000077,Band 7,Active,0.0333,47.8,0,37,37,False,0.0,0.37,0.3611,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.28,Low,Lương bằng/cao hơn P50 thị trường (+3.3%),Điểm KPI 47.8/100,Lần đổi vai gần nhất cách đây 37 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 37 tháng)
15070,E000319,2024-01-01,01CN000077,Band 7,Active,-0.0343,51.1,0,38,38,False,0.0572,0.315,0.3889,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.74,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 51.1/100,Lần đổi vai gần nhất cách đây 38 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 38 tháng)
15071,E000319,2024-02-01,01CN000077,Band 7,Active,-0.0343,50.0,0,39,39,False,0.0572,0.3333,0.4167,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.89,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 50.0/100,Lần đổi vai gần nhất cách đây 39 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 39 tháng)
15072,E000319,2024-03-01,01CN000077,Band 7,Active,-0.0343,44.5,0,40,40,False,0.0572,0.425,0.4444,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,25.88,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 44.5/100,Lần đổi vai gần nhất cách đây 40 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 40 tháng)
15073,E000319,2024-04-01,01CN000077,Band 7,Active,-0.0343,54.2,0,41,41,False,0.0572,0.2633,0.4722,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.53,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 54.2/100,Lần đổi vai gần nhất cách đây 41 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 41 tháng)
15074,E000319,2024-05-01,01CN000077,Band 7,Active,-0.0343,42.7,0,42,42,False,0.0572,0.455,0.5,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.02,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 42.7/100,Lần đổi vai gần nhất cách đây 42 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 42 tháng)
15075,E000319,2024-06-01,01CN000077,Band 7,Active,-0.0343,49.1,0,43,43,False,0.0572,0.3483,0.5278,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,26.05,Low,Lương thấp hơn P50 thị trường 3.4%,Điểm KPI 49.1/100,Lần đổi vai gần nhất cách đây 43 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 43 tháng)
